Year,Month,Month_Number,Quarter,FFB_1000MT,EFB_1000MT,PKS_1000MT,POME_1000MT,Mesocarp_Fibre_1000MT,Avg_Temperature_C,Rainfall_mm,Humidity_pct,Wind_Speed_ms,Solar_Radiation_Wm2
2008,Oct,10,Q4,51,11.22,3.06,33.15,6.63,26.3,309.74,89.29,1.91,160.64
2008,Nov,11,Q4,34,7.48,2.04,22.1,4.42,27.29,144.59,85.24,2,178.08
2008,Dec,12,Q4,34,7.48,2.04,22.1,4.42,27.29,42.13,82.3,2.01,185.82
2009,Jan,1,Q1,42.5,9.35,2.55,27.625,5.525,27.27,45.84,82.2,2,187.66
2009,Feb,2,Q1,51,11.22,3.06,33.15,6.63,28.28,67.6,81.26,2.11,192.43
2009,Mar,3,Q1,85,18.7,5.1,55.25,11.05,28.26,154.1,84.2,2.2,181.76
2009,Apr,4,Q2,110.5,24.31,6.63,71.825,14.365,28.22,221.79,87.13,2.09,167.18
2009,May,5,Q2,119,26.18,7.14,77.35,15.47,27.24,308.64,88.19,2,157.86
2009,Jun,6,Q2,102,22.44,6.12,66.3,13.26,26.24,362.56,90.14,1.89,147.34
2009,Jul,7,Q3,85,18.7,5.1,55.25,11.05,25.24,385.39,91.2,1.8,139.94
2009,Aug,8,Q3,76.5,16.83,4.59,49.725,9.945,25.23,297.57,91.16,1.69,141.43
2009,Sep,9,Q3,59.5,13.09,3.57,38.675,7.735,25.27,365.41,90.22,1.8,150
2009,Oct,10,Q4,51,11.22,3.06,33.15,6.63,26.3,309.74,89.29,1.91,160.64
2009,Nov,11,Q4,34,7.48,2.04,22.1,4.42,27.29,144.59,85.24,2,178.08
2009,Dec,12,Q4,34,7.48,2.04,22.1,4.42,27.29,42.13,82.3,2.01,185.82
2010,Jan,1,Q1,48.55,10.681,2.913,31.558,6.312,27.27,45.84,82.2,2,187.66
2010,Feb,2,Q1,58.26,12.817,3.496,37.869,7.574,28.28,67.6,81.26,2.11,192.43
2010,Mar,3,Q1,97.1,21.362,5.826,63.115,12.623,28.26,154.1,84.2,2.2,181.76
2010,Apr,4,Q2,126.23,27.771,7.574,82.05,16.41,28.22,221.79,87.13,2.09,167.18
2010,May,5,Q2,135.94,29.907,8.156,88.361,17.672,27.24,308.64,88.19,2,157.86
2010,Jun,6,Q2,116.52,25.634,6.991,75.738,15.148,26.24,362.56,90.14,1.89,147.34
2010,Jul,7,Q3,97.1,21.362,5.826,63.115,12.623,25.24,385.39,91.2,1.8,139.94
2010,Aug,8,Q3,87.39,19.226,5.243,56.803,11.361,25.23,297.57,91.16,1.69,141.43
2010,Sep,9,Q3,67.97,14.953,4.078,44.181,8.836,25.27,365.41,90.22,1.8,150
2010,Oct,10,Q4,58.26,12.817,3.496,37.869,7.574,26.3,309.74,89.29,1.91,160.64
2010,Nov,11,Q4,38.84,8.545,2.33,25.246,5.049,27.29,144.59,85.24,2,178.08
2010,Dec,12,Q4,38.84,8.545,2.33,25.246,5.049,27.29,42.13,82.3,2.01,185.82
2011,Jan,1,Q1,48.5,10.67,2.91,31.525,6.305,27.27,45.84,82.2,2,187.66
2011,Feb,2,Q1,58.2,12.804,3.492,37.83,7.566,28.28,67.6,81.26,2.11,192.43
2011,Mar,3,Q1,97,21.34,5.82,63.05,12.61,28.26,154.1,84.2,2.2,181.76
2011,Apr,4,Q2,126.1,27.742,7.566,81.965,16.393,28.22,221.79,87.13,2.09,167.18
2011,May,5,Q2,135.8,29.876,8.148,88.27,17.654,27.24,308.64,88.19,2,157.86
2011,Jun,6,Q2,116.4,25.608,6.984,75.66,15.132,26.24,362.56,90.14,1.89,147.34
2011,Jul,7,Q3,97,21.34,5.82,63.05,12.61,25.24,385.39,91.2,1.8,139.94
2011,Aug,8,Q3,87.3,19.206,5.238,56.745,11.349,25.23,297.57,91.16,1.69,141.43
2011,Sep,9,Q3,67.9,14.938,4.074,44.135,8.827,25.27,365.41,90.22,1.8,150
2011,Oct,10,Q4,58.2,12.804,3.492,37.83,7.566,26.3,309.74,89.29,1.91,160.64
2011,Nov,11,Q4,38.8,8.536,2.328,25.22,5.044,27.29,144.59,85.24,2,178.08
2011,Dec,12,Q4,38.8,8.536,2.328,25.22,5.044,27.29,42.13,82.3,2.01,185.82
2012,Jan,1,Q1,47,10.34,2.82,30.55,6.11,27.27,45.84,82.2,2,187.66
2012,Feb,2,Q1,56.4,12.408,3.384,36.66,7.332,28.28,67.6,81.26,2.11,192.43
2012,Mar,3,Q1,94,20.68,5.64,61.1,12.22,28.26,154.1,84.2,2.2,181.76
2012,Apr,4,Q2,122.2,26.884,7.332,79.43,15.886,28.22,221.79,87.13,2.09,167.18
2012,May,5,Q2,131.6,28.952,7.896,85.54,17.108,27.24,308.64,88.19,2,157.86
2012,Jun,6,Q2,112.8,24.816,6.768,73.32,14.664,26.24,362.56,90.14,1.89,147.34
2012,Jul,7,Q3,94,20.68,5.64,61.1,12.22,25.24,385.39,91.2,1.8,139.94
2012,Aug,8,Q3,84.6,18.612,5.076,54.99,10.998,25.23,297.57,91.16,1.69,141.43
2012,Sep,9,Q3,65.8,14.476,3.948,42.77,8.554,25.27,365.41,90.22,1.8,150
2012,Oct,10,Q4,56.4,12.408,3.384,36.66,7.332,26.3,309.74,89.29,1.91,160.64
2012,Nov,11,Q4,37.6,8.272,2.256,24.44,4.888,27.29,144.59,85.24,2,178.08
2012,Dec,12,Q4,37.6,8.272,2.256,24.44,4.888,27.29,42.13,82.3,2.01,185.82
2013,Jan,1,Q1,44,9.68,2.64,28.6,5.72,27.27,45.84,82.2,2,187.66
2013,Feb,2,Q1,52.8,11.616,3.168,34.32,6.864,28.28,67.6,81.26,2.11,192.43
2013,Mar,3,Q1,88,19.36,5.28,57.2,11.44,28.26,154.1,84.2,2.2,181.76
2013,Apr,4,Q2,114.4,25.168,6.864,74.36,14.872,28.22,221.79,87.13,2.09,167.18
2013,May,5,Q2,123.2,27.104,7.392,80.08,16.016,27.24,308.64,88.19,2,157.86
2013,Jun,6,Q2,105.6,23.232,6.336,68.64,13.728,26.24,362.56,90.14,1.89,147.34
2013,Jul,7,Q3,88,19.36,5.28,57.2,11.44,25.24,385.39,91.2,1.8,139.94
2013,Aug,8,Q3,79.2,17.424,4.752,51.48,10.296,25.23,297.57,91.16,1.69,141.43
2013,Sep,9,Q3,61.6,13.552,3.696,40.04,8.008,25.27,365.41,90.22,1.8,150
2013,Oct,10,Q4,52.8,11.616,3.168,34.32,6.864,26.3,309.74,89.29,1.91,160.64
2013,Nov,11,Q4,35.2,7.744,2.112,22.88,4.576,27.29,144.59,85.24,2,178.08
2013,Dec,12,Q4,35.2,7.744,2.112,22.88,4.576,27.29,42.13,82.3,2.01,185.82
2014,Jan,1,Q1,47,10.34,2.82,30.55,6.11,27.27,45.84,82.2,2,187.66
2014,Feb,2,Q1,56.4,12.408,3.384,36.66,7.332,28.28,67.6,81.26,2.11,192.43
2014,Mar,3,Q1,94,20.68,5.64,61.1,12.22,28.26,154.1,84.2,2.2,181.76
2014,Apr,4,Q2,122.2,26.884,7.332,79.43,15.886,28.22,221.79,87.13,2.09,167.18
2014,May,5,Q2,131.6,28.952,7.896,85.54,17.108,27.24,308.64,88.19,2,157.86
2014,Jun,6,Q2,112.8,24.816,6.768,73.32,14.664,26.24,362.56,90.14,1.89,147.34
2014,Jul,7,Q3,94,20.68,5.64,61.1,12.22,25.24,385.39,91.2,1.8,139.94
2014,Aug,8,Q3,84.6,18.612,5.076,54.99,10.998,25.23,297.57,91.16,1.69,141.43
2014,Sep,9,Q3,65.8,14.476,3.948,42.77,8.554,25.27,365.41,90.22,1.8,150
2014,Oct,10,Q4,56.4,12.408,3.384,36.66,7.332,26.3,309.74,89.29,1.91,160.64
2014,Nov,11,Q4,37.6,8.272,2.256,24.44,4.888,27.29,144.59,85.24,2,178.08
2014,Dec,12,Q4,37.6,8.272,2.256,24.44,4.888,27.29,42.13,82.3,2.01,185.82
2015,Jan,1,Q1,47.75,10.505,2.865,31.038,6.208,26.8,40.5,81.6,1.96,184.24
2015,Feb,2,Q1,57.3,12.606,3.438,37.245,7.449,27.8,59.8,80.7,2.07,188.93
2015,Mar,3,Q1,95.5,21.01,5.73,62.075,12.415,27.9,141,83.8,2.17,179.82
2015,Apr,4,Q2,124.15,27.313,7.449,80.698,16.14,27.9,211.2,86.8,2.08,166.66
2015,May,5,Q2,133.7,29.414,8.022,86.905,17.381,27,294,87.9,1.99,157.37
2015,Jun,6,Q2,114.6,25.212,6.876,74.49,14.898,26,360,90,1.9,148
2015,Jul,7,Q3,95.5,21.01,5.73,62.075,12.415,25,382.5,91.1,1.81,140.56
2015,Aug,8,Q3,85.95,18.909,5.157,55.868,11.174,25.1,306.8,91.2,1.71,143.14
2015,Sep,9,Q3,66.85,14.707,4.011,43.453,8.691,25.1,376.3,90.2,1.82,151.8
2015,Oct,10,Q4,57.3,12.606,3.438,37.245,7.449,26.2,318.6,89.3,1.93,162.56
2015,Nov,11,Q4,38.2,8.404,2.292,24.83,4.966,27.2,154,85.4,2.04,181.56
2015,Dec,12,Q4,38.2,8.404,2.292,24.83,4.966,27.2,44.8,82.5,2.05,189.44
2016,Jan,1,Q1,49.5,10.89,2.97,32.175,6.435,27.6,45.1,81.6,2.06,193.26
2016,Feb,2,Q1,59.4,13.068,3.564,38.61,7.722,28.6,66.4,80.6,2.17,198.14
2016,Mar,3,Q1,99,21.78,5.94,64.35,12.87,28,110.9,82.4,2.13,176.18
2016,Apr,4,Q2,128.7,28.314,7.722,83.655,16.731,28,166.5,85.4,2.04,163.3
2016,May,5,Q2,138.6,30.492,8.316,90.09,18.018,27.1,232.3,86.5,1.95,154.21
2016,Jun,6,Q2,118.8,26.136,7.128,77.22,15.444,26.1,285.1,88.6,1.86,145.04
2016,Jul,7,Q3,99,21.78,5.94,64.35,12.87,25.1,303.6,89.7,1.77,137.76
2016,Aug,8,Q3,89.1,19.602,5.346,57.915,11.583,25.2,244,89.8,1.68,140.3
2016,Sep,9,Q3,69.3,15.246,4.158,45.045,9.009,25.2,299.9,88.8,1.79,148.8
2016,Oct,10,Q4,59.4,13.068,3.564,38.61,7.722,26.3,254.4,87.9,1.89,159.36
2016,Nov,11,Q4,39.6,8.712,2.376,25.74,5.148,27.3,123.2,84,2,178
2016,Dec,12,Q4,39.6,8.712,2.376,25.74,5.148,27.3,35.9,81.1,2.01,185.74
2017,Jan,1,Q1,51.25,11.275,3.075,33.312,6.663,27.2,49.1,82.7,2.02,189.5
2017,Feb,2,Q1,61.5,13.53,3.69,39.975,7.995,28.2,72.3,81.7,2.13,194.3
2017,Mar,3,Q1,102.5,22.55,6.15,66.625,13.325,28.3,170.1,84.8,2.24,184.91
2017,Apr,4,Q2,133.25,29.315,7.995,86.612,17.323,28.3,254.1,87.9,2.14,171.36
2017,May,5,Q2,143.5,31.57,8.61,93.275,18.655,27.3,352.8,89,2.05,161.79
2017,Jun,6,Q2,123,27.06,7.38,79.95,15.99,26.4,430.9,91.1,1.95,152.14
2017,Jul,7,Q3,102.5,22.55,6.15,66.625,13.325,25.4,456.7,92.1,1.86,144.48
2017,Aug,8,Q3,92.25,20.295,5.535,59.962,11.992,24.8,260.2,90.9,1.65,137.46
2017,Sep,9,Q3,71.75,15.785,4.305,46.638,9.328,24.8,320.6,89.9,1.75,145.8
2017,Oct,10,Q4,61.5,13.53,3.69,39.975,7.995,25.9,272.6,89,1.85,156.16
2017,Nov,11,Q4,41,9.02,2.46,26.65,5.33,26.9,132.3,85.1,1.96,174.44
2017,Dec,12,Q4,41,9.02,2.46,26.65,5.33,26.9,38.6,82.2,1.97,182.04
2018,Jan,1,Q1,56.5,12.43,3.39,36.725,7.345,27.1,40.2,81.3,1.98,185.74
2018,Feb,2,Q1,67.8,14.916,4.068,44.07,8.814,28.1,59.3,80.3,2.08,190.46
2018,Mar,3,Q1,113,24.86,6.78,73.45,14.69,28.2,139.7,83.4,2.19,181.27
2018,Apr,4,Q2,146.9,32.318,8.814,95.485,19.097,28.2,209,86.5,2.1,168
2018,May,5,Q2,158.2,34.804,9.492,102.83,20.566,27.2,290.7,87.6,2.01,158.63
2018,Jun,6,Q2,135.6,29.832,8.136,88.14,17.628,26.3,355.7,89.7,1.92,149.18
2018,Jul,7,Q3,113,24.86,6.78,73.45,14.69,25.3,377.6,90.7,1.82,141.68
2018,Aug,8,Q3,101.7,22.374,6.102,66.105,13.221,25.4,302.7,90.8,1.73,144.27
2018,Sep,9,Q3,79.1,17.402,4.746,51.415,10.283,25.4,371,89.9,1.84,153
2018,Oct,10,Q4,67.8,14.916,4.068,44.07,8.814,26.4,313.9,89,1.95,163.84
2018,Nov,11,Q4,45.2,9.944,2.712,29.38,5.876,27.5,151.6,85.1,2.06,182.98
2018,Dec,12,Q4,45.2,9.944,2.712,29.38,5.876,27.5,44.1,82.1,2.06,190.92
2019,Jan,1,Q1,57,12.54,3.42,37.05,7.41,27,40.8,81.9,1.94,181.98
2019,Feb,2,Q1,68.4,15.048,4.104,44.46,8.892,28,60.4,80.9,2.04,186.62
2019,Mar,3,Q1,114,25.08,6.84,74.1,14.82,28.1,142.6,84,2.15,177.63
2019,Apr,4,Q2,148.2,32.604,8.892,96.33,19.266,28.1,213.8,87.1,2.06,164.64
2019,May,5,Q2,159.6,35.112,9.576,103.74,20.748,27.1,298.1,88.2,1.97,155.47
2019,Jun,6,Q2,136.8,30.096,8.208,88.92,17.784,26.2,365.5,90.3,1.88,146.22
2019,Jul,7,Q3,114,25.08,6.84,74.1,14.82,25.2,388.8,91.3,1.79,138.88
2019,Aug,8,Q3,102.6,22.572,6.156,66.69,13.338,25.3,312.2,91.4,1.69,141.43
2019,Sep,9,Q3,79.8,17.556,4.788,51.87,10.374,25.3,383.4,90.5,1.8,150
2019,Oct,10,Q4,68.4,15.048,4.104,44.46,8.892,26.3,325,89.6,1.91,160.64
2019,Nov,11,Q4,45.6,10.032,2.736,29.64,5.928,27.4,157.2,85.7,2.02,179.42
2019,Dec,12,Q4,45.6,10.032,2.736,29.64,5.928,27.4,45.8,82.7,2.02,187.22
2020,Jan,1,Q1,63.75,14.025,3.825,41.438,8.287,27.6,54.4,83.3,2.03,191.01
2020,Feb,2,Q1,76.5,16.83,4.59,49.725,9.945,28.6,80.1,82.4,2.14,195.84
2020,Mar,3,Q1,127.5,28.05,7.65,82.875,16.575,28.6,188.2,85.5,2.25,186.37
2020,Apr,4,Q2,165.75,36.465,9.945,107.737,21.547,28.7,280.9,88.6,2.16,172.7
2020,May,5,Q2,178.5,39.27,10.71,116.025,23.205,27.7,389.8,89.6,2.06,163.06
2020,Jun,6,Q2,153,33.66,9.18,99.45,19.89,26.1,338.7,90.4,1.84,143.26
2020,Jul,7,Q3,127.5,28.05,7.65,82.875,16.575,25.1,361.2,91.4,1.75,136.08
2020,Aug,8,Q3,114.75,25.245,6.885,74.588,14.918,25.2,290.8,91.5,1.66,138.59
2020,Sep,9,Q3,89.25,19.635,5.355,58.013,11.603,25.2,357.8,90.6,1.76,147
2020,Oct,10,Q4,76.5,16.83,4.59,49.725,9.945,26.2,304,89.7,1.87,157.44
2020,Nov,11,Q4,51,11.22,3.06,33.15,6.63,27.3,147.4,85.8,1.98,175.86
2020,Dec,12,Q4,51,11.22,3.06,33.15,6.63,27.3,43,82.8,1.98,183.52
2021,Jan,1,Q1,70,15.4,4.2,45.5,9.1,27.2,44.1,81.9,1.99,187.25
2021,Feb,2,Q1,84,18.48,5.04,54.6,10.92,28.2,65,81,2.1,192
2021,Mar,3,Q1,140,30.8,8.4,91,18.2,28.2,153,84.1,2.21,182.73
2021,Apr,4,Q2,182,40.04,10.92,118.3,23.66,28.3,228.8,87.2,2.12,169.34
2021,May,5,Q2,196,43.12,11.76,127.4,25.48,27.3,318,88.2,2.02,159.9
2021,Jun,6,Q2,168,36.96,10.08,109.2,21.84,26.4,388.8,90.3,1.93,150.37
2021,Jul,7,Q3,140,30.8,8.4,91,18.2,25.4,412.5,91.4,1.84,142.8
2021,Aug,8,Q3,126,27.72,7.56,81.9,16.38,25.4,330.4,91.5,1.74,145.41
2021,Sep,9,Q3,98,21.56,5.88,63.7,12.74,25.5,404.7,90.6,1.85,154.2
2021,Oct,10,Q4,84,18.48,5.04,54.6,10.92,26.5,342.2,89.6,1.96,165.12
2021,Nov,11,Q4,56,12.32,3.36,36.4,7.28,26.9,117.6,84.4,1.94,172.3
2021,Dec,12,Q4,56,12.32,3.36,36.4,7.28,26.9,34.4,81.4,1.94,179.82
2022,Jan,1,Q1,70,15.4,4.2,45.5,9.1,27.3,45.5,82.5,1.95,183.49
2022,Feb,2,Q1,84,18.48,5.04,54.6,10.92,28.3,67.3,81.6,2.06,188.16
2022,Mar,3,Q1,140,30.8,8.4,91,18.2,28.3,158.7,84.7,2.16,179.09
2022,Apr,4,Q2,182,40.04,10.92,118.3,23.66,28.4,237.8,87.8,2.07,165.98
2022,May,5,Q2,196,43.12,11.76,127.4,25.48,27.4,331.2,88.8,1.98,156.74
2022,Jun,6,Q2,168,36.96,10.08,109.2,21.84,26.5,405.7,90.9,1.89,147.41
2022,Jul,7,Q3,140,30.8,8.4,91,18.2,25.5,431.2,92,1.8,140
2022,Aug,8,Q3,126,27.72,7.56,81.9,16.38,25.5,346,92.1,1.71,142.57
2022,Sep,9,Q3,98,21.56,5.88,63.7,12.74,25.6,424.6,91.2,1.81,151.2
2022,Oct,10,Q4,84,18.48,5.04,54.6,10.92,26.6,359.6,90.2,1.92,161.92
2022,Nov,11,Q4,56,12.32,3.36,36.4,7.28,27.7,173.9,86.3,2.03,180.85
2022,Dec,12,Q4,56,12.32,3.36,36.4,7.28,27.7,50.6,83.4,2.04,188.7
2023,Jan,1,Q1,75,16.5,4.5,48.75,9.75,27.6,52.9,83,2.05,192.51
2023,Feb,2,Q1,90,19.8,5.4,58.5,11.7,28.7,77.8,82.1,2.16,197.38
2023,Mar,3,Q1,150,33,9,97.5,19.5,28.7,182.7,85.1,2.27,187.82
2023,Apr,4,Q2,195,42.9,11.7,126.75,25.35,28.1,194,86.9,2.03,162.62
2023,May,5,Q2,210,46.2,12.6,136.5,27.3,27.1,270.9,87.9,1.94,153.58
2023,Jun,6,Q2,180,39.6,10.8,117,23.4,26.2,332.6,90,1.85,144.45
2023,Jul,7,Q3,150,33,9,97.5,19.5,25.2,354.4,91.1,1.76,137.2
2023,Aug,8,Q3,135,29.7,8.1,87.75,17.55,25.2,285,91.2,1.67,139.73
2023,Sep,9,Q3,105,23.1,6.3,68.25,13.65,25.3,350.4,90.3,1.78,148.2
2023,Oct,10,Q4,90,19.8,5.4,58.5,11.7,26.3,297.4,89.3,1.88,158.72
2023,Nov,11,Q4,60,13.2,3.6,39,7.8,27.4,144.1,85.4,1.99,177.29
2023,Dec,12,Q4,60,13.2,3.6,39,7.8,27.4,42,82.5,2,185
2024,Jan,1,Q1,75,16.5,4.5,48.75,9.75,27.27,45.84,82.2,2,187.66
2024,Feb,2,Q1,90,19.8,5.4,58.5,11.7,28.28,67.6,81.26,2.11,192.43
2024,Mar,3,Q1,150,33,9,97.5,19.5,28.26,154.1,84.2,2.2,181.76
2024,Apr,4,Q2,195,42.9,11.7,126.75,25.35,28.22,221.79,87.13,2.09,167.18
2024,May,5,Q2,210,46.2,12.6,136.5,27.3,27.24,308.64,88.19,2,157.86
2024,Jun,6,Q2,180,39.6,10.8,117,23.4,26.24,362.56,90.14,1.89,147.34
2024,Jul,7,Q3,150,33,9,97.5,19.5,25.24,385.39,91.2,1.8,139.94
2024,Aug,8,Q3,135,29.7,8.1,87.75,17.55,25.23,297.57,91.16,1.69,141.43
2024,Sep,9,Q3,105,23.1,6.3,68.25,13.65,25.27,365.41,90.22,1.8,150
2024,Oct,10,Q4,90,19.8,5.4,58.5,11.7,26.3,309.74,89.29,1.91,160.64
2024,Nov,11,Q4,60,13.2,3.6,39,7.8,27.29,144.59,85.24,2,178.08
2024,Dec,12,Q4,60,13.2,3.6,39,7.8,27.29,42.13,82.3,2.01,185.82
